timestamps,TP9,AF7,AF8,TP10,Right AUX,Marker
1540168590.538,-38.574,24.902,64.941,-40.527,45.898,0
1540168590.541,-28.809,30.273,62.988,-31.250,39.062,0
1540168590.545,-21.973,25.391,72.266,-22.949,67.871,0
1540168590.549,-32.715,19.531,82.031,-28.320,55.664,0
1540168590.553,-50.781,20.020,79.590,-38.574,30.273,0
1540168590.557,-37.598,32.227,67.871,-36.133,30.273,0
1540168590.561,-30.273,29.297,75.195,-28.320,1.465,0
1540168590.565,-48.828,8.301,87.891,-34.180,2.441,0
1540168590.569,-22.949,22.949,87.891,-29.297,55.664,0
1540168590.573,-20.020,36.133,83.008,-30.762,22.461,0
1540168590.577,-23.926,30.273,77.637,-34.668,13.672,0
1540168590.580,-16.602,28.320,85.449,-30.762,18.066,0
1540168590.584,-16.602,27.344,91.309,-37.109,39.551,0
1540168590.588,-22.949,29.297,91.309,-34.668,-28.320,0
1540168590.592,-27.344,41.504,90.820,-39.062,-8.301,0
1540168590.596,-17.090,43.457,90.820,-47.363,67.383,0
1540168590.600,-19.531,40.527,100.586,-35.645,48.340,0
1540168590.604,-30.762,42.969,103.027,-31.250,56.641,0
1540168590.608,-24.414,45.410,99.121,-16.602,68.848,0
1540168590.612,-21.973,42.480,103.516,-20.020,49.316,0
1540168590.616,-12.207,48.828,101.074,-29.297,8.789,0
1540168590.620,-2.930,61.523,95.215,-20.020,30.273,0
1540168590.623,-2.930,62.500,97.168,-4.395,34.180,0
1540168590.627,6.836,63.477,110.352,7.324,-2.930,0
1540168590.631,2.441,62.500,119.629,-4.883,2.441,0
1540168590.635,-13.184,63.477,123.535,-15.137,-9.277,0
1540168590.639,-1.465,72.754,125.488,-13.184,-8.301,0
1540168590.643,16.602,81.543,129.395,-6.836,31.738,0
1540168590.647,4.883,82.031,136.230,-6.348,83.496,0
1540168590.651,18.066,84.961,133.301,-7.812,38.574,0
1540168590.655,25.391,92.773,133.789,-2.441,21.973,0
1540168590.659,3.418,89.355,137.207,14.160,30.762,0
1540168590.663,-10.742,79.102,137.695,12.695,26.855,0
1540168590.666,5.859,91.797,132.324,15.137,16.113,0
1540168590.670,44.434,108.398,129.395,28.809,-13.184,0
1540168590.674,37.109,97.656,136.719,32.227,52.734,0
1540168590.678,14.160,79.590,128.906,29.785,90.332,0
1540168590.682,17.090,68.359,126.465,33.691,48.340,0
1540168590.686,34.180,35.645,121.582,52.246,-13.672,0
1540168590.690,55.176,49.316,113.770,71.777,-8.301,0
1540168590.694,57.129,77.637,83.496,74.707,42.480,0
1540168590.698,58.594,57.617,75.684,88.379,24.902,0
1540168590.702,77.148,34.668,85.449,93.750,32.715,0
1540168590.705,101.074,26.855,87.891,108.887,68.848,0
1540168590.709,109.375,54.199,125.488,121.094,31.250,0
1540168590.713,94.238,36.133,122.070,112.305,-5.859,0
1540168590.717,109.375,-52.246,57.617,127.930,5.859,0
1540168590.721,146.484,-58.105,10.254,157.227,54.688,0
1540168590.725,163.086,-20.508,64.941,191.406,39.062,0
1540168590.729,149.902,-26.367,71.777,184.082,2.930,0
1540168590.733,139.648,-56.152,32.227,161.133,100.098,0
1540168590.737,194.824,-133.789,18.066,203.613,77.637,0
1540168590.741,270.020,-153.320,-42.969,275.879,-21.484,0
1540168590.745,250.000,-129.395,-14.648,250.000,5.371,0
1540168590.748,217.285,-94.238,48.340,220.703,-17.578,0
1540168590.752,246.582,-80.566,13.184,245.117,-38.574,0
1540168590.756,244.141,-128.418,-48.828,245.117,23.926,0
1540168590.760,240.234,-169.922,-89.355,248.047,-5.371,0
1540168590.764,247.070,-170.898,-111.328,257.812,-20.996,0
1540168590.768,247.070,-153.320,-130.859,253.906,-20.508,0
1540168590.772,250.000,-157.715,-156.738,256.348,48.340,0
1540168590.776,245.605,-164.551,-169.434,268.066,75.195,0
1540168590.780,247.070,-173.340,-149.902,263.672,11.230,0
1540168590.784,252.930,-171.875,-165.527,265.137,20.508,0
1540168590.788,270.020,-149.414,-193.848,277.344,2.441,0
1540168590.791,262.695,-153.320,-181.152,267.090,26.855,0
1540168590.795,258.789,-141.602,-156.250,270.020,97.168,0
1540168590.799,264.160,-156.738,-153.809,277.344,72.266,0
1540168590.803,273.438,-154.297,-137.695,285.156,26.855,0
1540168590.807,263.672,-121.582,-149.414,273.926,38.574,0
1540168590.811,252.930,-92.773,-160.156,265.625,5.371,0
1540168590.815,263.184,-83.496,-152.832,275.879,37.109,0
1540168590.819,253.906,-101.562,-126.465,261.719,87.402,0
1540168590.823,240.234,-102.539,-90.332,244.629,57.617,0
1540168590.827,250.977,-103.516,-112.793,263.672,40.527,0
1540168590.830,246.582,-111.816,-105.957,264.648,24.902,0
1540168590.834,245.605,-86.914,-79.102,255.859,13.184,0
1540168590.838,239.746,-84.961,-62.012,241.699,35.156,0
1540168590.842,241.211,-96.191,-61.035,239.746,62.012,0
1540168590.846,269.043,-86.426,-88.379,270.508,55.664,0
1540168590.850,239.258,-101.562,-64.453,240.723,50.781,0
1540168590.854,195.312,-83.008,-16.113,204.102,44.434,0
1540168590.858,198.242,-53.711,-7.812,212.402,1.953,0
1540168590.862,216.797,-44.922,-42.480,220.703,3.906,0
1540168590.866,218.750,-25.391,-39.062,217.773,25.879,0
1540168590.870,221.680,-30.762,-27.344,219.238,9.277,0
1540168590.873,209.961,-52.246,-36.621,205.566,-12.695,0
1540168590.877,194.824,-54.199,-11.719,188.965,14.160,0
1540168590.881,200.195,-60.547,-5.371,201.172,41.992,0
1540168590.885,208.984,-68.359,-31.738,218.750,7.812,0
1540168590.889,200.195,-57.129,-38.086,202.148,15.625,0
1540168590.893,202.637,-60.059,-24.414,207.520,51.758,0
1540168590.897,213.867,-61.035,-45.898,226.562,49.805,0
1540168590.901,198.730,-6.836,5.859,195.312,16.113,0
1540168590.905,172.852,5.859,55.664,159.668,20.508,0
1540168590.909,153.809,-18.066,26.855,143.066,16.602,0
1540168590.913,163.574,-45.410,-8.789,141.113,32.227,0
1540168590.916,183.105,-51.758,-49.316,158.203,19.531,0
1540168590.920,178.223,-26.855,-25.391,140.625,45.410,0
1540168590.924,170.410,-42.969,44.922,122.559,78.613,0
1540168590.928,163.086,-42.480,51.270,127.930,-10.254,0
1540168590.932,147.461,-28.809,35.156,116.211,-43.945,0
1540168590.936,139.160,-36.621,48.340,111.816,15.625,1
1540168590.940,133.789,-31.250,50.293,126.953,75.195,0
1540168590.944,127.441,-32.715,45.410,142.090,83.008,0
1540168590.948,113.770,-44.922,35.645,139.648,51.758,0
1540168590.952,104.492,-49.316,30.273,126.465,14.648,0
1540168590.955,93.262,-45.898,39.551,105.469,38.086,0
1540168590.959,83.984,-26.855,51.270,97.168,48.828,0
1540168590.963,87.402,-20.020,55.176,103.027,17.090,0
1540168590.967,82.520,-28.809,60.547,96.191,20.996,0
1540168590.971,56.152,-37.109,50.781,62.500,48.340,0
1540168590.975,43.457,-54.688,41.016,49.316,47.363,0
1540168590.979,54.688,-51.270,47.852,69.824,5.859,0
1540168590.983,38.574,-31.738,30.273,53.223,-3.418,0
1540168590.987,20.508,-34.180,5.859,24.414,21.484,0
1540168590.991,0.000,-36.133,-0.488,4.395,34.180,0
1540168590.995,-30.273,-34.668,0.488,-17.090,28.320,0
1540168590.998,-71.289,-44.434,-21.484,-61.035,41.016,0
1540168591.002,-26.855,-16.113,-13.184,-29.297,41.992,0
1540168591.006,27.832,16.602,54.199,33.691,46.875,0
1540168591.010,0.977,-4.395,30.762,15.625,20.020,0
1540168591.014,-20.508,-19.531,-29.785,-9.277,62.012,0
1540168591.018,-31.738,-11.719,-15.137,-20.996,63.477,0
1540168591.022,-51.270,-19.531,19.531,-47.363,0.000,0
1540168591.026,-67.871,-4.883,20.996,-60.547,51.270,0
1540168591.030,-68.848,-2.441,-20.508,-47.852,52.734,0
1540168591.034,-51.270,-40.527,-35.156,-40.527,24.414,0
1540168591.038,-37.598,-46.387,2.441,-46.875,44.434,0
1540168591.041,-37.598,-21.973,-4.883,-37.109,85.938,0
1540168591.045,-24.902,-4.883,-25.391,-19.043,80.566,0
1540168591.049,-8.789,-37.598,-20.508,-4.395,40.039,0
1540168591.053,-16.602,-50.293,3.906,-19.043,38.086,0
1540168591.057,-32.715,-0.977,43.945,-36.133,15.137,0
1540168591.061,-31.738,11.230,40.039,-27.344,9.277,0
1540168591.065,-27.832,2.441,0.000,-22.949,-1.465,0
1540168591.069,-11.719,-3.906,-19.043,-7.812,-4.883,0
1540168591.073,-0.977,-13.672,-5.371,5.859,35.645,0
1540168591.077,-0.977,-27.832,10.254,-7.812,21.973,0
1540168591.080,-0.977,-51.758,22.461,-9.277,48.340,0
1540168591.084,19.043,-70.801,26.855,13.184,34.180,0
1540168591.088,43.457,-66.406,15.625,36.133,54.199,0
1540168591.092,42.480,-48.828,2.930,41.992,35.156,0
1540168591.096,48.828,-25.879,13.184,41.016,-20.020,0
1540168591.100,54.199,-21.973,24.902,43.945,-21.484,0
1540168591.104,58.105,-35.645,27.344,52.246,-47.363,0
1540168591.108,68.359,-40.527,17.090,64.453,-19.531,0
1540168591.112,82.031,-41.504,9.277,78.125,38.086,0
1540168591.116,89.844,-33.691,13.184,85.449,-10.742,0
1540168591.120,87.402,-30.762,17.578,75.684,-16.113,0
1540168591.123,77.148,-40.039,21.484,64.941,91.309,0
1540168591.127,80.566,-46.875,25.391,71.777,102.539,0
1540168591.131,91.797,-48.340,17.090,84.961,22.949,0
1540168591.135,97.656,-54.688,1.465,97.168,18.066,0
1540168591.139,100.586,-42.969,4.883,83.496,54.688,0
1540168591.143,105.957,-17.578,18.555,70.801,2.441,0
1540168591.147,96.680,-20.996,37.109,70.801,5.371,0
1540168591.151,80.078,-45.410,31.250,58.105,62.988,0
1540168591.155,79.590,-54.199,23.926,53.223,76.660,0
1540168591.159,82.520,-36.133,37.109,61.035,101.562,0
1540168591.163,83.984,-34.180,32.227,67.383,80.566,0
1540168591.166,82.031,-42.480,29.785,63.477,21.484,0
1540168591.170,81.055,-49.805,18.066,53.223,-20.996,0
1540168591.174,81.543,-41.992,-11.719,67.383,17.578,0
1540168591.178,79.590,-41.016,6.348,71.777,28.320,0
1540168591.182,77.148,-39.551,51.758,65.430,29.297,0
1540168591.186,79.102,-36.133,52.734,68.359,10.254,0
1540168591.190,71.777,-41.016,35.156,63.477,-28.320,0
1540168591.194,67.383,-40.527,33.203,64.941,-6.836,0
1540168591.198,63.965,-40.039,28.809,62.500,57.129,0
1540168591.202,60.059,-32.227,14.648,52.734,93.262,0
1540168591.205,60.059,-36.621,29.297,51.758,11.719,0
1540168591.209,54.688,-35.645,40.527,64.453,-2.930,0
1540168591.213,43.945,-29.297,38.574,64.941,31.738,0
1540168591.217,55.176,-37.109,15.625,74.219,39.551,0
1540168591.221,60.059,-50.293,6.836,69.824,67.871,0
1540168591.225,40.039,-46.875,54.199,46.387,71.777,0
1540168591.229,39.551,-32.715,55.664,45.410,68.359,0
1540168591.233,35.156,-42.969,44.922,45.898,17.578,0
1540168591.237,31.250,-55.176,47.363,46.875,24.902,0
1540168591.241,42.480,-41.992,16.113,59.570,95.703,0
1540168591.245,48.828,-41.504,-6.836,71.289,35.156,0
1540168591.248,42.969,-40.527,36.133,58.594,11.719,0
1540168591.252,32.715,-26.855,73.242,37.598,59.570,0
1540168591.256,22.949,-29.785,61.035,25.879,34.668,0
1540168591.260,23.438,-38.086,49.805,32.715,42.969,0
1540168591.264,32.715,-35.645,39.062,45.410,29.297,0
1540168591.268,37.109,-37.598,25.391,37.109,-13.672,0
1540168591.272,37.109,-39.551,12.695,37.598,54.199,0
1540168591.276,29.785,-41.992,11.719,42.480,88.379,0
1540168591.280,38.086,-42.480,40.527,45.898,83.984,0
1540168591.284,42.969,-32.715,49.805,44.434,75.195,0
1540168591.288,41.016,-36.621,32.715,36.621,54.688,0
1540168591.291,41.992,-48.828,21.973,41.992,14.160,0
1540168591.295,44.922,-44.922,19.043,44.434,-33.691,0
1540168591.299,54.688,-28.809,7.812,56.641,-29.297,0
1540168591.303,49.805,-24.902,33.203,46.875,-21.484,0
1540168591.307,36.621,-24.414,53.711,20.996,9.766,0
1540168591.311,36.133,-27.344,39.551,36.133,22.461,0
1540168591.315,37.598,-38.086,37.598,47.363,-35.645,0
1540168591.319,26.855,-36.133,35.156,28.320,-10.254,0
1540168591.323,18.555,-32.227,33.203,21.484,-16.113,0
1540168591.327,25.879,-30.762,39.551,38.574,-40.039,0
1540168591.330,37.598,-32.227,30.273,46.387,42.969,0
1540168591.334,39.062,-32.715,16.602,39.551,98.145,0
1540168591.338,41.504,-31.738,29.785,40.527,89.355,0
1540168591.342,34.668,-36.621,51.270,40.039,48.828,0
1540168591.346,30.762,-36.133,44.922,27.344,-11.230,0
1540168591.350,36.621,-32.227,42.480,30.762,-63.965,0
1540168591.354,41.016,-27.832,20.020,46.387,-20.508,0
1540168591.358,48.340,-40.039,-6.836,55.176,16.602,0
1540168591.362,58.105,-68.848,16.602,56.152,41.992,0
1540168591.366,39.062,-54.688,57.129,29.785,57.129,0
1540168591.370,21.973,-21.484,76.172,7.812,33.691,0
1540168591.373,23.926,-16.602,78.125,16.602,68.359,0
1540168591.377,27.832,-20.020,73.242,23.438,81.543,0
1540168591.381,28.809,-23.926,59.082,27.344,81.543,0
1540168591.385,28.320,-30.273,49.805,31.738,29.297,0
1540168591.389,32.715,-34.668,47.852,35.156,-18.555,0
1540168591.393,29.785,-37.109,45.898,36.621,-7.812,0
1540168591.397,14.648,-41.504,40.039,25.391,0.977,0
1540168591.401,15.625,-45.898,39.062,24.902,48.340,0
1540168591.405,28.809,-42.480,40.039,41.992,35.645,0
1540168591.409,30.273,-35.645,40.039,43.945,24.902,0
1540168591.413,33.203,-31.250,40.527,39.551,52.246,0
1540168591.416,40.039,-31.250,45.898,40.039,52.734,0
1540168591.420,49.316,-31.738,44.922,38.574,70.801,0
1540168591.424,47.363,-31.738,36.621,39.551,22.461,0
1540168591.428,45.898,-25.879,29.785,48.340,-48.340,0
1540168591.432,47.852,-30.273,7.324,61.035,2.930,0
1540168591.436,43.945,-40.527,30.762,43.457,13.672,0
1540168591.440,32.715,-34.668,73.242,21.484,9.766,0
1540168591.444,32.227,-23.438,75.195,36.621,28.320,0
1540168591.448,34.180,-22.949,71.777,45.898,73.730,0
1540168591.452,30.762,-32.715,61.523,34.180,81.055,0
1540168591.455,35.645,-26.367,56.152,34.180,16.602,0
1540168591.459,34.180,-22.461,50.781,37.598,25.391,0
1540168591.463,30.273,-26.855,46.387,30.762,66.406,0
1540168591.467,26.855,-20.508,45.898,27.832,48.340,0
1540168591.471,31.738,-20.996,39.062,35.156,11.719,0
1540168591.475,36.621,-34.668,40.527,42.480,27.832,0
1540168591.479,40.039,-29.297,31.738,45.410,46.875,0
1540168591.483,39.062,-29.297,33.203,39.062,22.461,0
1540168591.487,27.832,-23.926,53.223,32.715,47.363,0
1540168591.491,20.996,-10.254,63.477,36.133,72.754,0
1540168591.495,26.367,-23.926,76.172,31.738,8.301,0
1540168591.498,32.227,-39.062,76.660,28.320,0.000,0
1540168591.502,25.879,-34.180,67.871,21.973,26.367,0
1540168591.506,18.555,-22.949,56.152,14.648,3.906,0
1540168591.510,27.344,-18.555,48.828,25.391,-9.766,0
1540168591.514,38.574,-24.414,37.598,29.785,22.461,0
1540168591.518,41.992,-22.461,30.762,33.203,33.691,0
1540168591.522,38.086,-17.090,27.344,36.133,-14.648,0
1540168591.526,29.297,-23.926,41.504,20.020,-12.695,0
1540168591.530,29.297,-26.855,66.895,14.160,83.984,0
1540168591.534,42.969,-29.785,69.336,23.926,104.492,1
1540168591.538,44.434,-25.391,59.570,12.695,41.992,0
1540168591.541,30.762,-18.555,49.805,16.113,26.367,0
1540168591.545,30.762,-14.160,33.691,31.738,76.172,0
1540168591.549,30.273,-20.508,36.133,27.344,65.918,0
1540168591.553,23.926,-31.250,51.270,23.926,60.547,0
1540168591.557,20.020,-33.691,52.246,31.250,38.086,0
1540168591.561,20.996,-30.273,58.105,37.109,35.156,0
1540168591.565,19.043,-29.297,38.086,29.297,63.477,0
1540168591.569,22.461,-29.297,39.062,27.344,51.758,0
1540168591.573,20.020,-31.738,48.340,17.090,-7.324,0
1540168591.577,15.137,-30.273,22.949,14.160,8.789,0
1540168591.580,25.879,-36.621,25.391,40.527,90.332,0
1540168591.584,26.855,-46.875,67.383,28.320,69.336,0
1540168591.588,20.508,-31.250,74.707,7.812,-42.480,0
1540168591.592,15.625,-47.363,60.547,17.578,-38.574,0
1540168591.596,16.602,-43.945,63.477,14.648,20.020,0
1540168591.600,17.578,-6.348,59.082,7.812,35.156,0
1540168591.604,18.066,-8.301,56.152,5.371,63.965,0
1540168591.608,18.066,-15.625,43.457,3.418,44.922,0
1540168591.612,20.996,-19.043,25.879,11.719,40.527,0
1540168591.616,29.297,-18.555,31.250,22.461,56.641,0
1540168591.620,28.809,-15.625,36.133,23.926,37.598,0
1540168591.623,23.926,-33.691,39.551,23.926,17.578,0
1540168591.627,21.973,-37.109,50.781,26.855,26.855,0
1540168591.631,25.879,-30.273,44.434,25.391,34.668,0
1540168591.635,30.762,-39.551,41.992,19.043,31.738,0
1540168591.639,25.879,-27.344,42.969,20.996,6.836,0
1540168591.643,29.297,-14.160,38.574,29.785,10.742,0
1540168591.647,48.340,-3.906,29.297,37.598,11.719,0
1540168591.651,56.641,-1.953,17.090,36.621,-20.020,0
1540168591.655,43.457,-17.090,36.621,20.508,-8.789,0
1540168591.659,39.062,-11.230,55.176,10.254,-22.949,0
1540168591.663,48.340,-20.020,52.734,19.531,-11.230,0
1540168591.666,53.711,-42.480,50.781,27.344,30.762,0
1540168591.670,49.316,-19.043,28.320,28.320,35.645,0
1540168591.674,45.898,-4.395,29.297,30.273,31.250,0
1540168591.678,44.922,-12.695,47.852,34.668,72.754,0
1540168591.682,24.414,-6.348,35.156,36.621,18.555,0
1540168591.686,11.230,-8.301,42.480,33.203,40.527,0
1540168591.690,18.555,-15.625,53.223,36.621,41.016,0
1540168591.694,18.555,-18.066,32.715,36.621,-30.762,0
1540168591.698,22.949,-20.020,7.812,41.992,1.953,0
1540168591.702,39.062,-55.176,19.531,52.734,1.953,0
1540168591.705,31.738,-49.316,53.711,50.781,18.066,0
1540168591.709,18.066,-8.789,37.109,32.715,61.035,0
1540168591.713,20.508,-6.348,58.105,18.066,39.062,0
1540168591.717,19.043,-4.395,69.336,16.602,20.020,0
1540168591.721,15.137,-6.348,50.293,13.672,-19.531,0
1540168591.725,13.184,-7.812,55.176,19.531,-4.883,0
1540168591.729,12.695,-13.672,50.293,22.461,-1.465,0
1540168591.733,16.113,-21.484,37.598,26.367,3.418,0
1540168591.737,27.832,-24.902,29.785,26.855,61.035,0
1540168591.741,25.879,-27.344,19.531,27.344,38.574,0
1540168591.745,24.414,-22.949,25.391,38.086,-13.672,0
1540168591.748,35.645,-23.926,39.551,41.992,-18.066,0
1540168591.752,29.785,-30.762,31.250,34.180,-5.859,0
1540168591.756,22.461,-27.344,45.410,26.855,22.461,0
1540168591.760,28.809,-28.809,50.293,33.691,51.758,0
1540168591.764,37.109,-29.785,23.926,53.223,43.457,0
1540168591.768,38.574,-28.320,20.508,50.293,45.898,0
