timestamps,TP9,AF7,AF8,TP10,Right AUX,Marker
1540168152.506,23.926,25.879,1.465,9.766,65.918,0
1540168152.510,19.531,23.926,3.906,14.160,18.066,0
1540168152.514,30.762,22.949,10.742,18.066,-8.789,0
1540168152.518,37.109,23.438,8.301,30.273,-35.645,0
1540168152.522,24.902,17.090,17.090,34.668,-16.602,0
1540168152.526,8.301,11.230,18.066,15.137,-33.691,0
1540168152.530,10.254,6.836,10.254,9.277,-17.090,0
1540168152.534,9.277,-1.953,10.254,13.672,33.691,0
1540168152.538,6.836,1.953,19.531,22.461,41.992,0
1540168152.541,11.719,5.859,22.949,23.438,38.574,0
1540168152.545,21.484,1.465,16.602,21.484,26.367,0
1540168152.549,24.414,0.000,19.531,24.902,58.594,0
1540168152.553,14.160,6.348,27.832,29.785,37.598,0
1540168152.557,10.254,14.648,24.902,30.273,-12.695,0
1540168152.561,17.578,17.090,22.461,36.621,16.602,0
1540168152.565,20.996,11.719,18.066,33.691,32.715,0
1540168152.569,16.113,13.184,13.672,26.367,31.738,0
1540168152.573,16.602,13.672,16.602,27.832,31.738,0
1540168152.577,30.762,16.113,7.324,36.621,47.363,0
1540168152.580,47.363,25.879,0.488,46.875,13.672,0
1540168152.584,42.480,16.113,19.043,47.363,-1.953,0
1540168152.588,21.973,7.324,27.832,45.410,51.758,0
1540168152.592,22.461,13.184,22.461,42.480,76.172,0
1540168152.596,36.621,21.973,21.973,32.715,32.715,0
1540168152.600,34.668,22.461,30.273,29.297,13.184,0
1540168152.604,32.227,20.996,29.785,42.480,71.289,0
1540168152.608,34.668,23.926,22.949,42.480,78.125,0
1540168152.612,47.363,21.484,10.254,38.574,36.621,0
1540168152.616,58.105,14.160,13.184,37.109,-16.113,0
1540168152.620,36.621,13.672,16.602,34.668,-9.277,0
1540168152.623,32.227,19.043,7.812,49.316,55.664,0
1540168152.627,41.992,24.902,20.020,56.152,52.246,0
1540168152.631,33.203,35.156,28.809,27.344,20.996,0
1540168152.635,27.344,36.621,32.227,12.695,-0.977,0
1540168152.639,29.297,38.086,20.508,23.926,8.789,0
1540168152.643,31.250,29.785,18.555,22.461,38.574,0
1540168152.647,40.039,24.414,21.484,22.461,45.898,0
1540168152.651,43.457,26.367,10.254,27.344,45.898,0
1540168152.655,41.504,23.438,16.113,32.715,38.086,0
1540168152.659,42.969,22.461,20.020,35.645,72.754,0
1540168152.663,53.711,20.996,22.461,40.039,40.039,0
1540168152.666,68.848,20.020,26.855,52.246,37.598,0
1540168152.670,61.523,20.996,25.391,48.828,79.102,0
1540168152.674,50.293,21.484,17.090,40.527,60.547,0
1540168152.678,55.664,17.578,15.625,40.527,47.363,0
1540168152.682,59.570,17.578,8.789,39.551,29.785,0
1540168152.686,51.758,21.484,-1.465,45.410,53.711,0
1540168152.690,44.434,21.973,8.301,33.691,20.996,0
1540168152.694,54.199,23.926,21.973,37.598,11.719,0
1540168152.698,53.711,18.066,24.902,43.945,51.758,0
1540168152.702,48.340,20.020,10.254,32.227,36.133,0
1540168152.705,50.781,28.320,-1.953,28.320,54.688,0
1540168152.709,52.734,22.461,9.277,30.762,47.363,0
1540168152.713,42.969,27.344,28.809,27.344,2.930,0
1540168152.717,28.809,29.785,25.391,23.926,-19.531,0
1540168152.721,28.809,26.855,11.230,30.273,-10.742,0
1540168152.725,29.785,30.273,13.184,27.344,41.016,0
1540168152.729,31.250,22.949,7.324,27.344,56.641,0
1540168152.733,33.203,21.484,-2.930,22.949,12.695,0
1540168152.737,22.461,25.879,7.812,20.020,14.648,0
1540168152.741,16.113,17.578,19.531,20.020,74.707,0
1540168152.745,23.926,14.648,12.695,24.414,55.664,0
1540168152.748,31.738,20.508,15.137,28.809,-41.016,0
1540168152.752,20.508,19.531,9.277,17.090,-10.254,0
1540168152.756,13.184,14.160,2.930,23.926,12.695,0
1540168152.760,27.344,12.207,7.812,33.691,0.488,0
1540168152.764,41.016,21.973,7.812,21.973,20.508,0
1540168152.768,31.738,23.926,12.695,16.602,-29.297,0
1540168152.772,21.484,18.555,9.277,26.855,10.254,0
1540168152.776,30.273,21.484,5.859,36.621,92.285,0
1540168152.780,38.574,21.484,13.672,30.762,13.672,0
1540168152.784,35.645,16.602,24.902,22.949,15.625,0
1540168152.788,20.996,4.883,28.320,27.344,65.430,0
1540168152.791,13.184,4.395,15.625,32.227,47.363,0
1540168152.795,23.926,14.160,12.207,32.715,33.691,0
1540168152.799,23.926,20.996,18.555,35.156,15.625,0
1540168152.803,19.043,27.344,16.113,32.227,45.410,0
1540168152.807,20.996,27.344,11.719,26.367,19.531,0
1540168152.811,27.832,26.855,13.672,31.250,6.836,0
1540168152.815,37.598,28.320,10.742,41.992,44.922,0
1540168152.819,32.227,25.391,12.207,33.691,17.578,0
1540168152.823,25.879,25.391,18.066,19.531,36.621,0
1540168152.827,35.156,26.855,15.625,24.902,62.988,0
1540168152.830,46.875,21.973,8.789,36.621,-0.977,0
1540168152.834,39.551,15.625,7.812,35.645,-44.922,0
1540168152.838,26.855,20.020,11.230,30.273,4.883,0
1540168152.842,20.020,24.902,9.766,20.020,38.574,0
1540168152.846,27.344,23.926,2.930,3.906,34.668,0
1540168152.850,47.852,29.297,1.953,12.207,69.824,0
1540168152.854,46.387,26.367,6.348,19.043,40.039,0
1540168152.858,33.691,24.902,8.789,23.438,69.336,0
1540168152.862,33.691,28.320,5.859,34.180,104.004,0
1540168152.866,46.875,20.996,6.836,41.504,62.500,0
1540168152.870,40.527,19.043,5.371,40.039,17.090,0
1540168152.873,37.598,26.367,-8.789,40.527,-15.625,0
1540168152.877,51.270,29.297,-1.465,52.246,53.223,0
1540168152.881,56.152,28.320,6.836,48.340,27.832,0
1540168152.885,51.270,32.227,6.348,42.480,-24.902,0
1540168152.889,44.922,31.738,10.254,41.016,6.836,0
1540168152.893,49.316,29.785,7.324,43.945,18.066,0
1540168152.897,59.570,29.297,0.000,53.711,25.391,0
1540168152.901,58.594,25.879,9.277,50.781,1.465,0
1540168152.905,48.828,27.832,18.555,46.387,49.316,0
1540168152.909,53.711,31.250,20.508,52.246,61.523,0
1540168152.913,60.547,29.785,17.090,50.781,14.160,0
1540168152.916,59.570,28.320,10.254,48.340,-12.695,0
1540168152.920,59.570,26.367,10.742,54.199,-54.688,0
1540168152.924,54.199,21.973,21.973,46.875,-44.434,0
1540168152.928,55.664,28.320,21.484,38.574,-55.176,0
1540168152.932,61.523,25.391,19.531,43.945,-28.809,0
1540168152.936,46.387,16.113,17.578,45.410,6.348,0
1540168152.940,35.156,20.020,5.371,36.621,-23.926,0
1540168152.944,42.480,20.508,3.418,37.109,-2.441,0
1540168152.948,44.434,19.531,5.371,33.691,32.715,0
1540168152.952,37.109,23.926,6.836,26.855,51.758,0
1540168152.955,32.715,23.438,13.184,31.738,28.809,0
1540168152.959,40.039,23.926,11.230,34.180,36.621,0
1540168152.963,48.828,27.832,13.184,30.273,55.664,0
1540168152.967,49.805,28.809,11.230,31.250,-5.371,0
1540168152.971,39.551,22.461,1.953,34.180,-12.695,0
1540168152.975,36.133,19.531,13.672,35.156,59.082,0
1540168152.979,52.246,23.926,18.555,34.668,73.730,0
1540168152.983,53.711,25.879,16.602,37.598,48.340,0
1540168152.987,38.574,22.949,19.043,41.504,23.926,0
1540168152.991,36.621,21.973,17.578,39.551,32.227,0
1540168152.995,44.434,16.602,11.230,41.504,90.820,0
1540168152.998,45.898,10.742,9.277,36.133,55.664,0
1540168153.002,34.180,15.137,12.695,24.414,3.906,0
1540168153.006,28.320,20.996,5.371,22.949,1.953,0
1540168153.010,32.227,20.020,1.465,31.250,-23.438,0
1540168153.014,34.668,16.602,12.207,37.109,1.953,0
1540168153.018,31.250,13.184,13.184,34.668,40.527,0
1540168153.022,32.227,13.184,9.277,27.832,57.617,0
1540168153.026,30.762,17.090,13.184,31.738,-1.953,0
1540168153.030,28.809,14.648,11.719,36.133,-42.969,0
1540168153.034,31.250,14.160,11.230,32.227,22.461,0
1540168153.038,22.461,16.113,15.625,31.738,12.207,0
1540168153.041,23.438,16.602,15.625,38.574,11.230,0
1540168153.045,30.762,20.508,15.137,37.109,33.691,0
1540168153.049,27.344,21.973,9.766,31.738,53.223,0
1540168153.053,26.855,20.020,6.836,34.180,64.453,0
1540168153.057,25.391,22.461,13.184,30.762,63.477,0
1540168153.061,30.273,24.414,12.207,33.203,60.547,0
1540168153.065,41.016,25.879,10.742,37.598,41.504,0
1540168153.069,33.691,27.832,10.742,31.738,12.695,0
1540168153.073,23.438,24.414,12.695,36.621,30.273,0
1540168153.077,32.715,22.949,16.113,34.180,78.613,0
1540168153.080,46.387,24.902,22.461,25.391,39.062,0
1540168153.084,36.621,22.461,25.391,22.461,-21.484,0
1540168153.088,36.133,20.508,24.902,24.414,10.742,0
1540168153.092,38.086,24.902,21.973,30.762,50.293,0
1540168153.096,34.180,20.020,15.625,36.133,9.766,0
1540168153.100,34.668,17.090,19.043,31.738,11.230,0
1540168153.104,25.391,20.996,24.902,21.973,-9.766,0
1540168153.108,24.902,23.926,22.949,19.043,-10.742,0
1540168153.112,26.855,26.367,12.695,22.949,34.668,0
1540168153.116,26.855,29.785,7.324,18.555,23.926,1
1540168153.120,24.414,33.203,18.555,18.555,17.090,0
1540168153.123,18.066,33.691,21.973,22.461,-3.906,0
1540168153.127,27.344,32.715,16.113,23.438,-39.551,0
1540168153.131,41.016,33.203,2.441,18.066,-27.344,0
1540168153.135,40.527,33.203,-1.465,7.812,7.324,0
1540168153.139,39.062,29.785,22.461,-0.488,2.930,0
1540168153.143,46.875,30.762,25.879,0.488,-8.301,0
1540168153.147,51.758,34.180,13.672,5.859,-2.441,0
1540168153.151,40.527,31.250,11.719,4.883,20.020,0
1540168153.155,28.809,25.879,19.043,7.812,68.359,0
1540168153.159,26.855,25.879,22.461,15.137,47.852,0
1540168153.163,25.879,25.879,15.137,19.531,-10.742,0
1540168153.166,23.438,26.367,11.719,23.926,66.406,0
1540168153.170,18.066,25.879,6.836,25.391,80.566,0
1540168153.174,11.230,20.996,7.812,27.344,34.180,0
1540168153.178,20.020,22.949,25.391,29.785,25.879,0
1540168153.182,33.203,27.344,25.391,22.949,38.574,0
1540168153.186,20.996,28.809,10.254,20.508,19.043,0
1540168153.190,12.695,27.832,9.277,16.602,14.160,0
1540168153.194,23.438,20.996,18.555,19.531,44.922,0
1540168153.198,30.273,24.414,24.902,22.949,-20.020,0
1540168153.202,22.949,33.691,28.320,16.113,20.508,0
1540168153.205,14.160,33.691,33.203,17.090,26.367,0
1540168153.209,13.184,29.297,29.785,19.043,-46.875,0
1540168153.213,17.090,33.203,25.391,18.555,8.301,0
1540168153.217,18.066,34.180,20.020,16.602,58.594,0
1540168153.221,14.648,27.344,19.531,20.996,74.219,0
1540168153.225,21.484,28.809,25.879,24.902,47.852,0
1540168153.229,30.762,28.320,20.508,21.484,27.344,0
1540168153.233,33.203,26.855,16.602,22.949,72.754,0
1540168153.237,29.785,31.250,5.859,30.273,74.219,0
1540168153.241,25.879,28.809,8.301,36.133,28.320,0
1540168153.245,21.973,22.949,23.438,30.273,9.277,0
1540168153.248,19.531,20.508,26.855,15.137,17.578,0
1540168153.252,21.973,23.926,26.367,17.578,20.508,0
1540168153.256,20.508,22.949,17.578,22.949,44.922,0
1540168153.260,29.785,22.461,16.602,31.250,25.391,0
1540168153.264,35.156,28.320,19.531,28.809,24.902,0
1540168153.268,30.273,31.250,16.113,25.879,24.902,0
1540168153.272,30.762,32.227,15.137,32.715,2.930,0
1540168153.276,33.203,30.762,12.207,28.320,-10.254,0
1540168153.280,38.574,26.855,18.066,27.832,27.344,0
1540168153.284,36.621,28.809,18.555,27.832,23.438,0
1540168153.288,25.879,26.855,16.113,18.066,30.762,0
1540168153.291,27.344,24.414,9.766,24.414,14.160,0
1540168153.295,38.086,25.391,1.465,34.668,19.043,0
1540168153.299,41.504,22.949,21.973,30.273,-11.230,0
1540168153.303,36.133,27.344,37.598,26.855,2.441,0
1540168153.307,32.715,29.297,33.203,32.227,50.293,0
1540168153.311,37.598,27.344,30.762,39.062,13.184,0
1540168153.315,46.387,22.949,27.832,28.320,40.527,0
1540168153.319,40.039,18.066,20.508,23.438,37.598,0
1540168153.323,30.273,20.020,20.508,24.414,17.090,0
1540168153.327,36.133,18.066,13.184,25.391,51.270,0
1540168153.330,46.387,18.555,5.371,35.156,53.711,0
1540168153.334,42.480,23.438,13.672,28.320,49.316,0
1540168153.338,29.297,22.461,30.273,18.066,38.086,0
1540168153.342,23.438,17.090,26.855,20.020,25.391,0
1540168153.346,31.738,22.949,16.113,26.367,0.000,0
1540168153.350,35.156,27.832,16.602,27.344,7.324,0
1540168153.354,27.832,26.367,14.160,25.391,46.387,0
1540168153.358,27.344,29.297,19.531,32.715,8.789,0
1540168153.362,30.762,32.227,15.137,37.109,-8.301,0
1540168153.366,38.574,33.203,5.371,29.297,66.406,0
1540168153.370,37.109,30.762,5.859,26.367,117.676,0
1540168153.373,31.738,31.250,-0.488,23.438,99.121,0
1540168153.377,41.992,32.227,6.836,16.113,130.371,0
1540168153.381,45.898,30.762,26.855,14.160,76.172,0
1540168153.385,34.668,30.762,28.320,14.648,10.254,0
1540168153.389,27.344,30.762,24.902,10.742,83.984,0
1540168153.393,34.668,28.320,21.973,14.160,122.070,0
1540168153.397,45.898,26.367,26.367,19.043,60.059,0
1540168153.401,34.180,24.902,20.020,19.043,-13.672,0
1540168153.405,21.973,26.367,7.812,16.113,3.418,0
1540168153.409,30.273,20.996,10.254,17.578,41.992,0
1540168153.413,30.762,18.555,13.672,25.879,-4.883,0
1540168153.416,21.973,20.020,14.160,20.020,-5.371,0
1540168153.420,17.090,25.391,8.789,15.625,26.367,0
1540168153.424,13.184,29.297,5.371,18.066,3.906,0
1540168153.428,20.508,24.414,9.277,24.902,15.625,0
1540168153.432,25.879,23.438,9.766,30.762,1.953,0
1540168153.436,17.578,21.484,9.766,33.691,-14.160,0
1540168153.440,14.648,18.555,17.090,26.367,-4.395,0
1540168153.444,20.020,24.414,23.438,34.180,23.438,0
1540168153.448,29.785,28.809,20.508,25.879,-12.207,0
1540168153.452,27.344,24.414,9.766,0.977,-25.879,0
1540168153.455,16.602,20.996,12.695,4.883,35.156,0
1540168153.459,4.883,20.020,12.695,-6.836,44.922,0
1540168153.463,2.441,20.020,14.160,-5.371,35.645,0
1540168153.467,15.137,32.715,17.578,12.207,-19.531,0
1540168153.471,-5.371,26.855,13.184,-3.418,-22.949,0
1540168153.475,-0.488,12.695,27.344,7.812,-9.277,0
1540168153.479,4.883,27.344,14.160,8.789,-13.672,0
1540168153.483,-14.648,30.273,14.648,-15.625,17.090,0
1540168153.487,-1.465,42.969,24.902,4.395,37.109,0
1540168153.491,-14.648,53.711,8.789,-1.465,92.773,0
1540168153.495,-17.578,42.480,15.137,-11.719,45.410,0
1540168153.498,-16.602,47.363,22.949,-19.531,16.602,0
1540168153.502,-46.875,64.453,10.742,-50.293,40.527,0
1540168153.506,-58.105,67.383,2.930,-61.035,40.039,0
1540168153.510,-57.617,69.824,8.301,-56.152,56.641,0
1540168153.514,-59.570,72.754,2.441,-57.129,70.801,0
1540168153.518,-64.453,75.195,3.906,-72.266,22.949,0
1540168153.522,-72.266,81.543,13.184,-83.496,54.688,0
1540168153.526,-70.312,86.426,23.926,-81.055,84.961,0
1540168153.530,-57.129,81.055,26.855,-81.543,45.898,0
1540168153.534,-50.293,78.613,22.949,-80.078,28.809,0
1540168153.538,-56.152,82.031,19.531,-66.895,89.355,0
1540168153.541,-52.246,82.520,12.695,-38.086,88.379,0
1540168153.545,-37.109,78.613,24.414,-23.926,-11.230,0
1540168153.549,-26.367,63.965,26.855,-28.320,19.531,0
1540168153.553,-37.109,56.641,8.789,-33.691,114.258,0
1540168153.557,-38.574,52.734,13.184,-33.203,85.449,0
1540168153.561,-20.020,52.246,27.344,-24.902,-0.488,0
1540168153.565,-14.160,48.828,24.902,-23.926,-20.996,0
1540168153.569,-20.020,41.992,20.508,-15.625,-40.527,0
1540168153.573,-13.672,48.828,21.484,-12.695,-4.883,0
1540168153.577,-4.395,47.852,20.020,-8.789,53.711,0
1540168153.580,5.371,35.645,13.184,2.930,20.508,0
1540168153.584,3.418,24.902,15.625,0.000,10.254,0
1540168153.588,-3.418,23.926,4.883,2.930,30.762,0
1540168153.592,1.953,21.973,0.488,5.859,8.301,0
1540168153.596,14.160,19.531,22.461,11.230,14.160,0
1540168153.600,26.855,19.043,29.297,20.508,28.809,0
1540168153.604,18.066,11.719,12.207,15.137,40.039,0
1540168153.608,13.672,6.348,-0.488,30.273,36.621,0
1540168153.612,27.832,7.324,11.230,38.574,-13.672,0
1540168153.616,34.180,9.277,7.324,21.484,37.109,0
1540168153.620,29.785,13.672,0.000,32.227,64.453,0
1540168153.623,39.062,17.578,6.836,40.527,8.301,0
1540168153.627,58.594,19.043,-2.930,42.480,50.293,0
1540168153.631,56.152,13.184,15.625,32.227,47.363,0
1540168153.635,42.969,7.812,40.039,13.672,-5.371,0
1540168153.639,41.016,10.254,31.738,29.785,13.672,0
1540168153.643,51.758,12.207,26.855,51.270,24.414,0
1540168153.647,63.477,11.719,22.461,49.805,24.414,0
1540168153.651,67.383,13.672,12.207,41.504,63.477,0
1540168153.655,62.500,14.160,9.766,59.082,37.598,0
1540168153.659,58.105,10.742,20.020,72.754,14.648,0
1540168153.663,64.453,13.672,24.414,55.664,20.020,0
1540168153.666,63.965,15.137,16.602,49.316,-27.344,0
1540168153.670,58.594,10.254,18.555,57.129,-9.277,0
1540168153.674,60.547,8.301,21.484,53.711,17.090,0
1540168153.678,62.012,8.301,13.184,58.594,66.406,0
1540168153.682,67.383,8.789,4.883,64.941,21.973,0
1540168153.686,64.453,14.160,16.113,58.594,14.648,0
1540168153.690,52.246,14.160,22.949,46.875,65.918,0
1540168153.694,49.805,9.277,22.461,46.875,-16.602,0
1540168153.698,62.988,13.184,26.367,54.688,-10.742,0
1540168153.702,60.059,16.113,26.855,47.363,29.297,0
1540168153.705,51.758,18.066,17.578,48.340,37.598,0
1540168153.709,58.105,19.531,10.742,48.340,9.277,0
1540168153.713,63.477,17.090,16.113,47.852,21.973,0
1540168153.717,60.059,19.043,13.184,51.758,23.438,0
1540168153.721,51.758,20.020,11.719,52.734,4.883,0
1540168153.725,51.758,18.066,20.996,51.758,8.301,0
1540168153.729,54.199,21.484,19.531,50.781,-9.277,0
1540168153.733,48.828,15.625,20.996,46.875,19.043,0
1540168153.737,36.621,13.672,24.414,44.922,35.156,0
1540168153.741,36.621,16.113,18.555,36.621,49.316,0
1540168153.745,42.969,13.672,21.484,37.109,29.297,0
1540168153.748,42.480,13.184,21.973,37.598,17.578,0
1540168153.752,36.621,20.020,15.625,24.414,40.527,0
1540168153.756,34.180,23.438,14.160,25.879,12.695,0
1540168153.760,36.133,20.996,13.672,31.250,67.871,0
1540168153.764,42.480,21.484,12.207,41.992,104.980,0
1540168153.768,41.992,20.996,15.137,35.645,32.715,0
1540168153.772,32.715,20.508,15.137,37.109,56.641,0
1540168153.776,38.574,21.484,13.672,45.410,84.961,0
1540168153.780,45.410,22.949,16.602,39.551,22.949,0
1540168153.784,41.992,19.531,22.461,40.039,5.371,1
1540168153.788,36.621,18.555,21.484,37.598,33.203,0
1540168153.791,36.621,20.996,20.996,41.992,34.668,0
1540168153.795,38.086,21.484,17.090,40.039,8.789,0
1540168153.799,40.039,19.531,14.648,27.344,68.848,0
1540168153.803,36.133,17.578,11.230,31.738,103.516,0
1540168153.807,34.180,17.090,12.695,29.297,37.598,0
1540168153.811,41.504,16.113,16.602,16.113,-6.836,0
1540168153.815,53.223,20.508,18.555,10.742,-19.531,0
1540168153.819,59.570,27.344,20.996,12.695,-4.395,0
1540168153.823,51.270,29.297,8.301,22.461,43.457,0
1540168153.827,44.434,25.879,6.348,29.297,23.438,0
1540168153.830,44.434,23.926,21.484,23.926,-3.418,0
1540168153.834,49.805,26.855,14.648,26.367,3.418,0
1540168153.838,40.039,25.391,9.277,34.180,17.090,0
1540168153.842,22.461,20.996,16.113,27.832,14.160,0
1540168153.846,28.809,17.578,14.160,29.785,41.016,0
1540168153.850,34.668,20.508,20.020,35.156,35.156,0
1540168153.854,27.832,21.484,19.531,35.156,10.742,0
1540168153.858,24.414,17.578,20.508,34.668,14.648,0
1540168153.862,25.879,15.137,16.602,25.391,56.641,0
1540168153.866,27.832,13.672,13.184,23.438,44.434,0
1540168153.870,24.414,17.090,22.461,32.227,5.859,0
1540168153.873,27.344,26.367,13.672,27.832,43.945,0
1540168153.877,31.738,26.367,14.160,33.203,51.270,0
1540168153.881,37.109,23.438,28.809,38.574,83.008,0
1540168153.885,35.156,29.297,30.762,30.762,46.875,0
1540168153.889,23.926,26.367,14.648,31.738,-4.395,0
1540168153.893,24.902,20.996,5.371,28.320,-1.465,0
1540168153.897,36.133,20.020,28.809,26.367,33.203,0
1540168153.901,27.832,15.625,28.809,21.484,34.180,0
1540168153.905,16.602,18.555,14.160,21.484,30.762,0
1540168153.909,25.879,23.438,21.484,28.809,45.898,0
1540168153.913,37.109,21.973,19.043,34.180,16.602,0
1540168153.916,36.621,20.508,12.695,36.133,-1.465,0
1540168153.920,26.855,13.184,21.973,28.320,-19.531,0
1540168153.924,29.785,11.719,20.508,23.926,-7.324,0
1540168153.928,38.086,13.672,19.043,32.227,-1.465,0
1540168153.932,41.016,14.648,27.344,40.039,36.621,0
1540168153.936,33.691,17.090,22.461,30.762,45.410,0
1540168153.940,25.391,16.113,14.160,17.090,34.668,0
1540168153.944,26.367,12.695,16.113,20.996,44.434,0
1540168153.948,33.203,11.719,14.160,26.367,5.859,0
1540168153.952,33.691,10.742,9.766,21.973,-59.570,0
1540168153.955,27.344,7.812,9.766,27.344,-26.367,0
1540168153.959,29.297,10.254,16.113,31.738,39.062,0
1540168153.963,29.297,8.301,15.625,32.715,62.012,0
1540168153.967,33.691,8.789,11.230,40.039,65.918,0
1540168153.971,33.691,13.672,15.137,32.227,25.391,0
1540168153.975,34.668,11.719,20.996,27.344,1.953,0
1540168153.979,45.410,11.230,20.020,28.320,-4.883,0
1540168153.983,48.340,12.695,18.555,27.832,-12.207,0
1540168153.987,46.875,17.090,21.973,35.156,5.859,0
1540168153.991,45.898,21.973,20.508,42.480,0.977,0
1540168153.995,48.340,21.484,10.254,34.668,4.883,0
1540168153.998,49.805,20.996,14.160,24.414,16.113,0
1540168154.002,40.527,17.090,18.066,19.531,31.250,0
1540168154.006,36.133,15.625,10.254,18.066,21.484,0
1540168154.010,45.410,23.438,4.883,22.949,22.949,0
1540168154.014,50.293,23.926,-4.395,25.391,32.715,0
1540168154.018,45.410,19.531,15.625,31.738,32.227,0
1540168154.022,41.504,16.113,32.715,29.297,53.711,0
1540168154.026,42.480,16.602,30.273,23.438,44.434,0
1540168154.030,44.434,19.531,29.297,27.344,16.113,0
1540168154.034,46.387,17.578,14.160,27.832,19.531,0
1540168154.038,40.527,16.602,10.742,31.738,26.367,0
1540168154.041,32.227,15.625,22.461,25.879,-10.742,0
1540168154.045,30.762,14.648,30.762,11.719,25.879,0
1540168154.049,32.227,20.996,29.297,20.508,37.109,0
1540168154.053,33.691,27.344,22.949,27.344,6.836,0
1540168154.057,31.738,25.391,25.879,20.508,42.480,0
1540168154.061,37.109,19.531,21.484,25.391,46.875,0
1540168154.065,41.504,18.066,16.113,25.391,35.156,0
1540168154.069,29.297,19.043,20.996,25.391,3.418,0
1540168154.073,22.461,17.090,22.949,40.039,-29.785,0
1540168154.077,25.391,18.066,19.043,35.645,29.297,0
1540168154.080,34.668,19.043,17.090,26.855,18.555,0
